Nº de producto;Estado;Disponible para la venta;Disponible para la compra;Disponible para integrar otros productos;Compuesto por otros productos;Rubro;Nombre;Código;Código universal de producto (UPC);Código de proveedor;Stock actual;Stock ideal;Stock mínimo;Unidad;Alicuota de IVA;Proveedor;Moneda costo;Costo ($);Utilidad (%);Precio ($);Precio Final ($);Controla stock;Stock negativo;Mostrar en tienda;Nº de publicación en MercadoLibre;Nº de publicación adicional en MercadoLibre;Descripción;Descripción para la tienda;Observaciones Internas;
2;Habilitado;SI;SI;NO;NO;Sin especificar;productos prueba;'pp;'';'';9,000;0,000;0,000;unidad;21%;Sin especificar;Pesos;5,60;50,00;8,40;10,16;SI;SI;NO;0;0;
1074;Habilitado;SI;SI;NO;NO;01 Vinilo Impresion Lg2710/2700 G y M;LG 2700G BASE BLANCA 152CM fraccionado;'LG2700G152F;'';''LG2700G152F;0,000;2,000;1,000;metro;21%;Grafisur;Pesos;8310,36;42,50;11842,26;14329,13;SI;SI;NO;0;0;
1075;Habilitado;SI;SI;NO;NO;Oraguard 200;ORAGUARD 200M MATTE X 137CM X 50MTS.;'OG200M137;'';''OG200137M;0,000;0,000;0,000;unidad;21%;Insugraf;Pesos;504155,71;29,00;650360,87;786936,65;SI;SI;NO;0;0;;;<p><span style= font-family: Arial. Helvetica. sans-serif  font-size: 12px  background-color: rgb(125. 159. 187)  >actualización 9/6/21 usd 2.90 + Iva m2 costo/ PV Usa 3.74 + Iva m2</span><br></p>;
1076;Habilitado;SI;SI;NO;NO;Oraguard 200;ORAGUARD 200M MATTE X 105CM X 50MTS.;'OG200M105;'';''OG200105M;0,000;1,000;1,000;unidad;21%;Insugraf;Pesos;386396,71;29,00;498451,76;603126,63;SI;SI;NO;0;0;;;<p><span style= font-family: Arial. Helvetica. sans-serif  font-size: 12px  background-color: rgb(125. 159. 187)  >actualización 9/6/21 usd 2.90 + Iva m2 costo/ PV Usa 3.74 + Iva m2</span><br></p>;
1086;Habilitado;SI;SI;NO;NO;Hyflex Transparente Brillante o matte 80mic;Impresion Hyflex Transparente Brillante 1.27 x 50mts;'HFVTb127  ;'';''HFVTb127;0,000;2,000;1,000;unidad;21%;Insugraf;Pesos;212472,81;27,00;269840,47;326506,97;SI;SI;NO;0;0;;;<p>tiene un 10% de descuento hecho ya que comprando 10 rollos (siempre combinan con Lg para adquirir el desc)&nbsp <br></p>;
1087;Habilitado;SI;SI;NO;NO;Hyflex Transparente Brillante o matte 80mic;Impresion Hyflex Transparente Brillante 1.37 x 50mts;'HFBB137  ;'';''HFVTb137;0,000;2,000;1,000;unidad;21%;Insugraf;Pesos;229202,95;27,00;291087,75;352216,18;SI;SI;NO;0;0;;;<p>tiene un 10% de descuento hecho ya que comprando 10 rollos (siempre combinan con Lg para adquirir el desc)&nbsp <br></p>;
1088;Habilitado;SI;SI;NO;NO;Hyflex Transparente Brillante o matte 80mic;Impresion Hyflex Transparente Brillante 1.52 x 50mts;'HFVTb152;'';''HFVTb152;0,000;2,000;1,000;unidad;21%;Insugraf;Pesos;254298,15;27,00;322958,65;390779,97;SI;SI;NO;0;0;;;<p>tiene un 10% de descuento hecho ya que comprando 10 rollos (siempre combinan con Lg para adquirir el desc)&nbsp <br></p>;
1089;Habilitado;SI;SI;NO;NO;Esmerilado;ESMERILADO BLANCO LG 61CM OFERTA !!;'LG61 ;'';''LG61;30,000;0,000;0,000;metro;21%;Grafisur;Pesos;4989,43;5,00;5238,90;6339,07;SI;SI;NO;0;0;
1090;Habilitado;SI;SI;NO;NO;BRILLANTE;ORACAL 651-00 CLEAR - 41CM PROMOCIONAL;'65100-41;'';''65100-41;36,500;0,000;0,000;metro;21%;Insugraf;Pesos;4514,51;30,00;5868,86;7101,32;SI;SI;NO;0;0;
1092;Habilitado;SI;SI;NO;NO;01 Vinilo de Impresion Oracal 3640/3641 80mic;3641 ORAJET IMPRESION BRILLANTE BASE GRIS 105CM FRACCINADO;'364110105F;'';''364110105F;0,000;20,000;20,000;metro;21%;Helioday;Pesos;4749,52;35,00;6411,85;7758,34;SI;SI;NO;0;0;
1093;Habilitado;NO;SI;NO;NO;Cepillados/cromados;Vinilo Holografico Tornasolado silver Corte 122cm Rainbow;'VHT-122;'';''SAVLS122;0,000;200,000;50,000;metro;21%;Pro SRL;Pesos;4935,71;35,00;6663,21;8062,48;SI;SI;NO;0;0;
1099;Habilitado;SI;SI;NO;NO;01 Vinilos de Impresión;FOTOLUMINISCENTE- 62cm GLOW IN THE DARK- IMPRESION ;'930099;'';''930099;0,000;2,000;2,000;metro;21%;Insugraf;Pesos;24898,58;30,00;32368,15;39165,46;SI;SI;NO;0;0;
1100;Habilitado;SI;SI;NO;NO;Telas;SIMIL CUERINA - si adhesivo - Para impresión digital;'LEATHER;'';''LEATHER;0,000;10,000;5,000;metro;21%;Insugraf;Pesos;24671,29;45,00;35773,37;43285,78;SI;SI;NO;0;0;
1101;Habilitado;NO;NO;NO;NO;01 Vinilos de Impresión;FOTOLUMINISCENTE- 124cm GLOW IN THE DARK- IMPRESION ;'930099124;'';''930099124;0,000;10,000;2,000;metro;21%;Insugraf;Pesos;12449,28;30,00;16184,06;19582,71;SI;SI;NO;0;0;
1102;Habilitado;SI;SI;NO;NO;03 Papeles de Impresion;FILM BACKLITE 127CM X 30MTS 220grs;'FBL127;'';''FBL127;0,000;1,000;1,000;unidad;21%;Grafisur;Pesos;216445,34;27,00;274885,58;332611,55;SI;SI;NO;0;0;
1103;Habilitado;SI;SI;NO;NO;03 Papeles de Impresion;PAPEL BLUE BACK 1.27x50mts 120grs impresión eco solv.-solv.-latex-uv;'BBP127;'';''BBP127;0,000;1,000;1,000;unidad;21%;Insugraf;Pesos;320921,08;25,00;401151,35;485393,13;SI;SI;NO;0;0;
1104;Habilitado;SI;SI;NO;NO;Telas;TELA BANDERA CON LINER- FLAG 137CM X 50MTS;'FLAG;'';''FLAG;0,000;1,000;1,000;unidad;21%;Insugraf;Pesos;612756,93;25,00;765946,16;926794,85;SI;SI;NO;0;0;
1109;Habilitado;SI;SI;NO;NO;Oracal 751;751-31 FUNDIDO RED GLOSS -126CM;'75131G;'';''75131;0,000;0,000;0,000;metro;21%;Insugraf;Pesos;29844,03;29,00;38498,80;46583,55;SI;SI;NO;0;0;
1112;Habilitado;SI;SI;NO;NO;Sin especificar;VINOS varios;'01112;'';'';0,000;0,000;0,000;unidad;21%;Sin especificar;Pesos;2713,42;0,00;2713,42;3283,24;SI;SI;NO;0;0;
1113;Habilitado;NO;SI;NO;NO;02 Vinilos Microperforado;MICROPERFORADO MAGESA DOBLE LINER 105CM 140MIC;'MMAG105;'';''MNAG105;0,000;1,000;1,000;unidad;21%;Geo Digital;Pesos;194572,17;25,00;243215,21;294290,40;SI;SI;NO;0;0;;;<p>Actualizado dia 9/06/2021 precio costo USD 1.534 + Iva/ precio venta Usd 1.99 + Iva m2<br></p>;
1114;Habilitado;NO;SI;NO;NO;02 Vinilos Microperforado;MICROPERFORADO MAGESA DOBLE LINER 127CM 140MIC;'MNAG127  ;'';''MNAG127;0,000;1,000;1,000;unidad;21%;Geo Digital;Pesos;235339,66;23,00;289467,78;350256,01;SI;SI;NO;0;0;;;<p>Actualizado dia 9/06/2021 precio costo USD 1.534 + Iva/ precio venta Usd 1.99 + Iva m2<br></p>;
1115;Habilitado;NO;SI;NO;NO;02 Vinilos Microperforado;MICROPERFORADO MAGESA DOBLE LINER 137CM 140MIC;'MNAG137   ;'';''MNAG137;0,000;1,000;1,000;unidad;21%;Geo Digital;Pesos;253870,34;23,00;312260,52;377835,23;SI;SI;NO;0;0;;;<p>Actualizado dia 9/06/2021 precio costo USD 1.534 + Iva/ precio venta Usd 1.99 + Iva m2<br></p>;
1116;Habilitado;NO;SI;NO;NO;02 Vinilos Microperforado;MICROPERFORADO MAGESA DOBLE LINER 152CM 140MIC;'MNAG152    ;'';''MNAG152;0,000;1,000;1,000;unidad;21%;Geo Digital;Pesos;281666,37;23,00;346449,64;419204,06;SI;SI;NO;0;0;;;<p>Actualizado dia 9/06/2021 precio costo USD 1.534 + Iva/ precio venta Usd 1.99 + Iva m2<br></p>;
1120;Habilitado;SI;SI;NO;NO;01 Vinilo Impresion Lg1740/1750;BASE BLANCA LG 1740M BASE BLANCA 137cm x 50mts;'1740137 ;'';'';0,000;4,000;2,000;unidad;21%;Grafisur;Pesos;163025,93;25,00;203782,41;246576,72;SI;SI;NO;0;0;
1121;Habilitado;SI;SI;NO;NO;Unical Base Blanca Brillante 100mic;IMPRESION UNICAL BASE BLANCA BRILLANTE 100MIC 127CM X 50MTS;'VUBB127100;'';''VUBB127;-1,000;1,000;1,000;unidad;21%;DIGRAFICA SRL;Pesos;127705,39;23,00;157077,63;190063,93;SI;SI;NO;0;0;;;<p>Actualizado dia 9/06/2021 precio costo USD 1.534 + Iva/ precio venta Usd 1.99 + Iva m2<br></p>;
1122;Habilitado;SI;SI;NO;NO;Unical Base Blanca Brillante 100mic;IMPRESION UNICAL BASE BLANCA BRILLANTE 100MIC 137CM X 50MTS;'VUBB137100 ;'';''VUBB137;-1,000;0,000;0,000;unidad;21%;DIGRAFICA SRL;Pesos;137760,92;23,00;169445,93;205029,58;SI;SI;NO;0;0;;;<p>Actualizado dia 9/06/2021 precio costo USD 1.534 + Iva/ precio venta Usd 1.99 + Iva m2<br></p>;
1123;Habilitado;SI;SI;NO;NO;Unical Base Blanca Brillante 100mic;IMPRESION UNICAL BASE BLANCA BRILLANTE 100MIC 152CM X 50MTS;'VUBB152100;'';''VUBB152;-1,000;1,000;1,000;unidad;21%;DIGRAFICA SRL;Pesos;152844,27;23,00;187998,45;227478,12;SI;SI;NO;0;0;;;<p>Actualizado dia 9/06/2021 precio costo USD 1.534 + Iva/ precio venta Usd 1.99 + Iva m2<br></p>;
1133;Habilitado;SI;SI;NO;NO;08 Deco;VINILO SIMIL MARMOL BLANCO 122CM DE ANCHO MITOCAL;'MITO1600MARMOL;'';'';45,500;0,000;0,000;metro;21%;Pro SRL;Pesos;7692,74;35,20;10400,58;12584,70;SI;SI;NO;0;0;
1134;Habilitado;SI;SI;NO;NO;08 Deco;VINILO SIMIL TELA GRIS 122CM DE ANCHO MITOCAL (ENTELADO);'MITO1422-122;'';'';0,500;0,000;0,000;metro;21%;Pro SRL;Pesos;7692,74;35,20;10400,58;12584,70;SI;SI;NO;0;0;
1135;Habilitado;NO;SI;NO;NO;Estructuras;PORTABANNER ROLL UP 200X85CM.;'DR12 ;'' ;''DR12;3,000;0,000;0,000;unidad;21%;Grafisur;Pesos;26750,00;35,00;36112,50;43696,13;SI;SI;NO;0;0;
1136;Habilitado;SI;SI;NO;NO;Oracal 8300;8300-96 TRANSPARENT STEEL BLUE 126CM;'830096 ;'';''830096;-2,000;0,000;10,000;metro;21%;Helioday;Pesos;18885,51;30,00;24551,16;29706,90;SI;SI;NO;0;0;
1137;Habilitado;SI;SI;NO;NO;Oracal 8300;8300-57 TRANSPARENT TRAFFIC BLUE - 63CM;'830057-63;'';''830057-63;-4,000;10,000;5,000;metro;21%;Helioday;Pesos;9442,75;30,00;12275,58;14853,45;SI;SI;NO;0;0;
1138;Habilitado;SI;SI;NO;NO;Oracal 8300;8300-57 TRANSPARENT TRAFFIC BLUE 126CM;'830057;'';''830057;-19,000;15,000;5,000;metro;21%;Helioday;Pesos;18885,51;30,00;24551,16;29706,90;SI;SI;NO;0;0;
1139;Habilitado;SI;SI;NO;NO;Car Wrapping;Guante para Ploteo;'01139;'';'';-1,000;0,000;0,000;unidad;21%;Sin especificar;Pesos;2713,42;150,00;6783,55;8208,10;SI;SI;NO;0;0;
1140;Habilitado;SI;SI;NO;NO;08 Deco;VINILO SIMIL MARMOL NEGRO 122CM DE ANCHO MITOCAL;'MITO1600MARMOLNEG;'';'';-19,100;0,000;0,000;metro;21%;Pro SRL;Pesos;7692,74;35,20;10400,58;12584,70;SI;SI;NO;0;0;
1141;Habilitado;SI;SI;NO;NO;Unical Transparente Brillante o Matte 80mic;IMPRESION UNICAL TRANSPARENTE MATTE 152CM X 50MTS 80MIC;'VUTM152 ;'';''VUTG152;0,000;0,000;0,000;unidad;21%;DIGRAFICA SRL;Pesos;152473,02;29,15;196918,91;238271,88;SI;SI;NO;0;0;
1142;Habilitado;SI;SI;NO;NO;Unical Transparente Brillante o Matte 80mic;IMPRESION UNICAL TRANSPARENTE MATTE 107CM X 50MTS 80MIC;'VUTM107;'';''VUTM107;0,000;0,000;0,000;unidad;21%;DIGRAFICA SRL;Pesos;107336,23;29,15;138624,74;167735,94;SI;SI;NO;0;0;;;<p>actualización precios costo y venta 9/06/21. Costo usd 1.505 + Iva. PV Usd 1.90 + Iva m2<br></p>;
1143;Habilitado;SI;SI;NO;NO;Unical Transparente Brillante o Matte 80mic;IMPRESION UNICAL TRANSPARENTE MATTE 137CM X 50MTS 80MIC;'VUTM137 ;'';''VUTM137;0,000;0,000;0,000;unidad;21%;DIGRAFICA SRL;Pesos;137421,75;29,15;177480,19;214751,03;SI;SI;NO;0;0;;;<p>actualización precios costo y venta 9/06/21. Costo usd 1.505 + Iva. PV Usd 1.90 + Iva m2<br></p>;
1144;Habilitado;SI;SI;NO;NO;Unical Transparente Brillante o Matte 80mic;IMPRESION UNICAL TRANSPARENTE MATTE 127CM X 50MTS 80MIC;'VUTM127 ;'';''VUTM127;0,000;0,000;0,000;unidad;21%;DIGRAFICA SRL;Pesos;127398,91;29,15;164535,69;199088,18;SI;SI;NO;0;0;;;<p>actualización precios costo y venta 9/06/21. Costo usd 1.505 + Iva. PV Usd 1.90 + Iva m2<br></p>;
1145;Habilitado;SI;SI;NO;NO;Cepillados/cromados;Vinilo Holografico Tornasolado sequins 63cm;'Vhs-63 ;'';''SAVLS;75,200;50,000;10,000;metro;21%;Pro SRL;Pesos;2467,85;30,00;3208,21;3881,93;SI;SI;NO;0;0;
1147;Habilitado;SI;SI;NO;NO;Magesa Base Negra Brillante 80mic;Impresion Magesa Base Negra Brillante 1.52 x 50mts ;'HMVBG152  ;'';''HMVBr152;0,000;2,000;1,000;unidad;21%;Geo Digital;Pesos;150411,30;27,00;191022,35;231137,04;SI;SI;NO;0;0;;;<p>tiene un 10% de descuento hecho ya que comprando 10 rollos (siempre combinan con Lg para adquirir el desc)&nbsp <br></p>;
1148;Habilitado;SI;SI;NO;NO;Oracal 8300;8300-96 TRANSPARENT STEEL BLUE 63CM;'830096H ;'';''830096H;0,000;10,000;10,000;metro;21%;Helioday;Pesos;9442,75;30,00;12275,58;14853,45;SI;SI;NO;0;0;
1149;Habilitado;SI;SI;NO;NO;Front Ultraflex 13oz;Lona Front Ultraflex 13oz Brillante 90CM x 50MTS;'ULT-90;'';'';0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;94920,70;22,00;115803,25;140121,93;SI;NO;NO;0;0;
1150;Habilitado;SI;SI;NO;NO;Front Ultraflex 13oz;Lona Front Ultraflex 13oz Brillante 100CM X 50MTS;'ULT-100 ;'';'';0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;105467,43;22,00;128670,26;155691,01;SI;SI;NO;0;0;
1151;Habilitado;SI;SI;NO;NO;Front Ultraflex 13oz;Lona Front Ultraflex 13oz Brillante 110CM X 50MTS;'ULT-110 ;'';'';0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;116014,20;22,00;141537,32;171260,16;SI;NO;NO;0;0;
1152;Habilitado;SI;SI;NO;NO;Front Ultraflex 13oz;Lona Front Ultraflex 13oz Brillante 125CM X 50MTS;'ULT-125;'';'';0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;131834,27;22,00;160837,81;194613,75;SI;SI;NO;0;0;
1153;Habilitado;SI;SI;NO;NO;Front Ultraflex 13oz;Lona Front Ultraflex 13oz Brillante 137CM X 50MTS;'ULT-137 ;'';'';0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;144490,34;22,00;176278,21;213296,63;SI;SI;NO;0;0;
1154;Habilitado;SI;SI;NO;NO;Front Ultraflex 13oz;Lona Front Ultraflex 13oz Brillante 152CM x 50MTS;'ULT-152 ;'';'';0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;160310,48;22,00;195578,79;236650,34;SI;SI;NO;0;0;
1155;Habilitado;SI;SI;NO;NO;Front Ultraflex 13oz;Lona Front Ultraflex 13oz Brillante 160CM X 50MTS;'ULT-160 ;'';'';0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;168747,88;22,00;205872,41;249105,62;SI;SI;NO;0;0;
1156;Habilitado;SI;SI;NO;NO;Front Ultraflex 13oz;Lona Front Ultraflex 13oz Brillante 180CM X 50MTS;'ULT-180  ;'';'';0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;189841,35;22,00;231606,45;280243,80;SI;SI;NO;0;0;
1157;Habilitado;SI;SI;NO;NO;Front Ultraflex 13oz;Lona Front Ultraflex 13oz Brillante 200CM X 50MTS;'ULT-200 ;'';'';0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;210934,85;22,00;257340,52;311382,03;SI;SI;NO;0;0;
1158;Habilitado;SI;SI;NO;NO;Front Ultraflex 13oz;Lona Front Ultraflex 13oz Brillante 220CM X 50MTS;'ULT-220  ;'';'';0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;232028,33;22,00;283074,56;342520,22;SI;SI;NO;0;0;
1159;Habilitado;SI;SI;NO;NO;Front Ultraflex 13oz;Lona Front Ultraflex 13oz Brillante 250CM x 50mts;'ULT-250  ;'';'';0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;263668,58;22,00;321675,67;389227,56;SI;SI;NO;0;0;
1160;Habilitado;SI;SI;NO;NO;Front Ultraflex 13oz;Lona Front Ultraflex 13oz Brillante 320CM X 50MTS;'ULT-320  ;'';'';0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;337495,74;22,00;411744,80;498211,21;SI;SI;NO;0;0;
1161;Habilitado;SI;SI;NO;NO;Lonas;LONA BACKLITE UNICAL 125CM X 50MTS;'BACKUNI125;'';''BACKUNI125;0,000;0,000;0,000;unidad;21%;DIGRAFICA SRL;Pesos;121717,19;30,00;158232,35;191461,14;SI;SI;NO;0;0;;;<p>actualización 9/6/21 use 1.53 + Iva m2 costo<br></p>;
1162;Habilitado;SI;SI;NO;NO;Backlite Ultraflex;LONA BACKLITE ULTRAFLEX 100CM X 50MTS;'BACKULI100;'';''BACKUNI100;0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;105141,47;22,00;128272,59;155209,83;SI;SI;NO;0;0;;;<p>actualización 9/6/21 use 1.53 + Iva m2 costo<br></p>;
1163;Habilitado;SI;SI;NO;NO;Backlite Ultraflex;LONA BACKLITE ULTRAFLEX 110CM X 50MTS;'BACKULI110 ;'';''BACKUNI110;0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;143572,51;22,00;175158,46;211941,74;SI;SI;NO;0;0;;;<p>actualización 9/6/21 use 1.53 + Iva m2 costo<br></p>;
1164;Habilitado;SI;SI;NO;NO;Backlite Ultraflex;LONA BACKLITE ULTRAFLEX 125CM X 50MTS;'BACKULT125  ;'';''BACKULT125;0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;163150,56;22,00;199043,68;240842,85;SI;SI;NO;0;0;;;<p>actualización 9/6/21 use 1.53 + Iva m2 costo<br></p>;
1165;Habilitado;SI;SI;NO;NO;Backlite Ultraflex;LONA BACKLITE ULTRAFLEX 137CM X 50MTS;'BACKULI137   ;'';''BACKUNI137;0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;178813,03;22,00;218151,90;263963,80;SI;SI;NO;0;0;;;<p>actualización 9/6/21 use 1.53 + Iva m2 costo<br></p>;
1166;Habilitado;SI;SI;NO;NO;Lonas;LONA BACKLITE ULTRAFLEX 152CM X 50MTS;'BACKULI152   ;'';''BACKUNI152;0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;220434,54;22,00;268930,14;325405,47;SI;SI;NO;0;0;;;<p>actualización 9/6/21 use 1.53 + Iva m2 costo<br></p>;
1167;Habilitado;SI;SI;NO;NO;Backlite Ultraflex;LONA BACKLITE ULTRAFLEX 160CM X 50MTS;'BACKULI160  ;'';''BACKUNI160;0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;208832,73;22,00;254775,93;308278,88;SI;SI;NO;0;0;;;<p>actualización 9/6/21 use 1.53 + Iva m2 costo<br></p>;
1168;Habilitado;SI;SI;NO;NO;Backlite Ultraflex;LONA BACKLITE ULTRAFLEX 182CM X 50MTS;'BACKULI182   ;'';''BACKUNI182;0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;237547,21;22,00;289807,60;350667,20;SI;SI;NO;0;0;;;<p>actualización 9/6/21 use 1.53 + Iva m2 costo<br></p>;
1169;Habilitado;SI;SI;NO;NO;Backlite Ultraflex;LONA BACKLITE ULTRAFLEX 220CM X 50MTS;'BACKULI220 ;'';''BACKUNI220;0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;287145,00;22,00;350316,90;423883,45;SI;SI;NO;0;0;;;<p>actualización 9/6/21 use 1.53 + Iva m2 costo<br></p>;
1172;Habilitado;SI;SI;NO;NO;Varuk Base Blanca Brillante 100mic;IMPRESION VARUK BASE BLANCA BRILLANTE 100MIC 107CM X 50MTS ;'VVBB107 ;'';''VVBB107;0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;143998,12;25,00;179997,65;217797,16;SI;SI;NO;0;0;;;<p>Actualizado dia 9/06/2021 precio costo USD 1.534 + Iva/ precio venta Usd 1.99 + Iva m2</p>;
1173;Habilitado;SI;SI;NO;NO;Varuk Base Blanca Brillante 100mic;IMPRESION VARUK BASE BLANCA BRILLANTE 100MIC 137CM X 50MTS ;'VVBB137  ;'';''VVBB137;0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;184371,45;25,00;230464,31;278861,82;SI;SI;NO;0;0;;;<p>Actualizado dia 9/06/2021 precio costo USD 1.534 + Iva/ precio venta Usd 1.99 + Iva m2</p>;
1174;Habilitado;SI;SI;NO;NO;Varuk Base Blanca Brillante 100mic;IMPRESION VARUK BASE BLANCA BRILLANTE 100MIC 152CM X 50MTS ;'VVBB152;'';''VVBB152;0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;204558,12;25,00;255697,65;309394,16;SI;SI;NO;0;0;;;<p>Actualizado dia 9/06/2021 precio costo USD 1.534 + Iva/ precio venta Usd 1.99 + Iva m2</p>;
1175;Habilitado;SI;SI;NO;NO;Varuk Base Blanca Matte 100mic;IMPRESION VARUK BASE BLANCA MATTE 100MIC 107CM X 50MTS ;'VVBBM107;'';''VVBBM107;0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;126048,79;25,00;157560,99;190648,80;SI;SI;NO;0;0;;;<p>Actualizado dia 9/06/2021 precio costo USD 1.534 + Iva/ precio venta Usd 1.99 + Iva m2</p>;
1176;Habilitado;SI;SI;NO;NO;Varuk Base Blanca Matte 100mic;IMPRESION VARUK BASE BLANCA MATTE 100MIC 137CM X 50MTS ;'VVBBM137   ;'';''VVBBM137;0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;161389,57;25,00;201736,96;244101,72;SI;SI;NO;0;0;;;<p>Actualizado dia 9/06/2021 precio costo USD 1.534 + Iva/ precio venta Usd 1.99 + Iva m2</p>;
1177;Habilitado;SI;SI;NO;NO;Varuk Base Blanca Matte 100mic;IMPRESION VARUK BASE BLANCA MATTE 100MIC 152CM X 50MTS ;'VVBBM152 ;'';''VVBBM152;0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;179059,98;25,00;223824,98;270828,23;SI;SI;NO;0;0;;;<p>Actualizado dia 9/06/2021 precio costo USD 1.534 + Iva/ precio venta Usd 1.99 + Iva m2</p>;
1178;Habilitado;SI;SI;NO;NO;Varuk Base Gris Brillante 100mic;IMPRESION VARUK BASE GRIS BRILLANTE 100MIC 107CM X 50MTS ;'VVBG107  ;'';''VVBG107;0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;156445,19;25,00;195556,49;236623,35;SI;SI;NO;0;0;;;<p>Actualizado dia 9/06/2021 precio costo USD 1.534 + Iva/ precio venta Usd 1.99 + Iva m2</p>;
1179;Habilitado;SI;SI;NO;NO;Varuk Base Gris Brillante 100mic;IMPRESION VARUK BASE GRIS BRILLANTE 100MIC 137CM X 50MTS ;'VVBG137  ;'';''VVBG137;0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;200308,29;25,00;250385,36;302966,29;SI;SI;NO;0;0;;;<p>Actualizado dia 9/06/2021 precio costo USD 1.534 + Iva/ precio venta Usd 1.99 + Iva m2</p>;
1180;Habilitado;SI;SI;NO;NO;Varuk Base Gris Brillante 100mic;IMPRESION VARUK BASE GRIS BRILLANTE 100MIC 152CM X 50MTS ;'VVBG152;'';''VVBG152;0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;222239,88;25,00;277799,85;336137,82;SI;SI;NO;0;0;;;<p>Actualizado dia 9/06/2021 precio costo USD 1.534 + Iva/ precio venta Usd 1.99 + Iva m2</p>;
1181;Habilitado;SI;SI;NO;NO;Varuk Base Gris Matte 100mic;IMPRESION VARUK BASE GRIS MATTE 100MIC 107CM X 50MTS ;'VVBGM107   ;'';''VVBGM107;0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;146210,45;25,00;182763,06;221143,30;SI;SI;NO;0;0;;;<p>Actualizado dia 9/06/2021 precio costo USD 1.534 + Iva/ precio venta Usd 1.99 + Iva m2</p>;
1182;Habilitado;SI;SI;NO;NO;Varuk Base Gris Matte 100mic;IMPRESION VARUK BASE GRIS MATTE 100MIC 137CM X 50MTS ;'VVBGM137  ;'';''VVBGM137;0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;187204,01;25,00;234005,01;283146,06;SI;SI;NO;0;0;;;<p>Actualizado dia 9/06/2021 precio costo USD 1.534 + Iva/ precio venta Usd 1.99 + Iva m2</p>;
1183;Habilitado;SI;SI;NO;NO;Varuk Base Gris Matte 100mic;IMPRESION VARUK BASE GRIS MATTE 100MIC 152CM X 50MTS ;'VVBGM152 ;'';''VVBGM152;0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;207700,82;25,00;259626,03;314147,50;SI;SI;NO;0;0;;;<p>Actualizado dia 9/06/2021 precio costo USD 1.534 + Iva/ precio venta Usd 1.99 + Iva m2</p>;
1184;Habilitado;SI;SI;NO;NO;Front Ultraflex 13oz;Lona Front Ultraflex 7oz Brillante 250CM X 100MTS;'ULT7OZ-250  ;'';'';0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;406143,17;22,00;495494,67;599548,55;SI;SI;NO;0;0;
1185;Habilitado;SI;SI;NO;NO;Front Ultraflex 13oz;Lona Front Ultraflex 7oz Brillante 320CM X 100MTS;'ULT7OZ-320  ;'';'';0,000;0,000;0,000;unidad;21%;Geo Digital;Pesos;442176,71;25,00;552720,89;668792,28;SI;SI;NO;0;0;
1187;Habilitado;SI;SI;NO;NO;01 Vinilo Impresion Lg2710/2700 G y M;LG 2710G BASE GIRS 152CM FRACCINADO;'LG2710G152F;'';''LG2710G152;0,000;1,000;1,000;unidad;21%;Grafisur;Pesos;8311,32;50,00;12466,98;15085,05;SI;SI;NO;0;0;
1188;Habilitado;SI;SI;NO;NO;01 Vinilo Impresion Lg2710/2700 G y M;LG 2710G BASE GRIS 105CM FRACCIONADO;'LG2710G105F;'';''LG2710G105;0,000;1,000;1,000;unidad;21%;Grafisur;Pesos;5756,09;50,00;8634,14;10447,31;SI;SI;NO;0;0;
